fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
0,train,024,50.09884,-9.43490,
0,val,024,65.92867,-8.64900,best
0,train,025,38.51932,-6.98557,
0,val,025,50.38620,-6.37428,best
0,train,026,29.50664,-5.45704,
0,val,026,40.46791,-4.92261,best
0,train,027,28.34176,-5.02124,
0,val,027,37.21553,-4.44668,best
0,train,028,25.41169,-4.16480,
0,val,028,31.35125,-3.58808,best
0,train,029,25.27550,-4.24298,
0,val,029,32.39364,-3.74098,
0,train,030,24.88318,-4.26974,
0,val,030,26.83476,-2.92745,best
0,train,031,19.17715,-3.09612,
0,val,031,30.20762,-3.42109,
0,train,032,21.18511,-3.38085,
0,val,032,26.66982,-2.90317,best
0,train,033,24.35911,-4.00370,
0,val,033,26.43158,-2.86835,best
0,train,034,18.28866,-2.86870,
0,val,034,25.22814,-2.69222,best
0,train,035,20.70295,-3.25019,
0,val,035,24.51387,-2.58773,best
0,train,036,21.58192,-3.35431,
0,val,036,24.84836,-2.63673,
0,train,037,19.79766,-3.01758,
0,val,037,22.62914,-2.31181,best
0,train,038,19.92647,-3.17343,
0,val,038,23.11643,-2.38329,
0,train,039,18.91258,-2.92372,
0,val,039,22.82934,-2.34119,
0,train,040,16.94782,-2.52408,
0,val,040,23.50954,-2.44066,
0,train,041,19.74375,-3.06974,
0,val,041,19.78660,-1.89587,best
0,train,042,15.03096,-2.03912,
0,val,042,20.58289,-2.01245,
0,train,043,16.50846,-2.49691,
0,val,043,20.36636,-1.98068,
0,train,044,15.74340,-2.34355,
0,val,044,20.70120,-2.02973,
0,train,045,14.94753,-2.15508,
0,val,045,19.21755,-1.81248,best
0,train,046,16.22423,-2.26338,
0,val,046,17.70711,-1.59153,best
0,train,047,14.71245,-2.09536,
0,val,047,17.80182,-1.60542,
0,train,048,13.75590,-1.81460,
0,val,048,17.92734,-1.62376,
0,train,049,15.48203,-2.12352,
0,val,049,16.98681,-1.48611,best
0,train,050,14.69726,-2.25078,
0,val,050,17.83590,-1.61031,
0,train,051,16.01582,-2.41620,
0,val,051,17.70412,-1.59115,
0,train,052,12.87307,-1.69575,
0,val,052,17.18982,-1.51582,
0,train,053,14.18110,-1.96798,
0,val,053,17.75089,-1.59790,
0,train,054,12.56275,-1.58562,
0,val,054,17.49921,-1.56113,
0,train,055,11.43841,-1.38718,
0,val,055,16.62824,-1.43363,best
0,train,056,13.16509,-1.78455,
0,val,056,15.69339,-1.29684,best
0,train,057,12.41757,-1.56851,
0,val,057,16.68585,-1.44206,
0,train,058,15.07117,-2.07918,
0,val,058,16.11592,-1.35868,
0,train,059,12.07441,-1.50713,
0,val,059,16.48464,-1.41255,
0,train,060,11.81111,-1.68646,
0,val,060,16.02701,-1.34561,
0,train,061,11.48192,-1.29370,
0,val,061,15.75542,-1.30583,
0,train,062,10.92675,-1.26833,
0,val,062,15.03147,-1.19993,best
0,train,063,12.94787,-1.58131,
0,val,063,15.13063,-1.21447,
0,train,064,11.05967,-1.34669,
0,val,064,16.41848,-1.40293,
0,train,065,11.02537,-1.21006,
0,val,065,15.10264,-1.21032,
fold,mode,Epoch = 30,Loss,Acc,Note
